"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","SEXISTAT1","Sesso","CONDIZIONE_DICH","Condizione e posizione nella professione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2005","2005",45.6,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2006","2006",44.6,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2007","2007",46.1,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2008","2008",46,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2009","2009",45.6,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2010","2010",46,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2011","2011",45.5,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2012","2012",47.6,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2013","2013",43.2,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2014","2014",44.3,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2015","2015",44.6,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2016","2016",42.8,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2017","2017",39.9,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2018","2018",37.7,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2019","2019",38.1,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2020","2020",36.7,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2021","2021",39.6,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2022","2022",38.5,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2023","2023",35.9,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","1993","1993",78.2,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","1994","1994",77.8,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","1995","1995",75.1,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","1996","1996",73,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","1997","1997",73.5,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","1998","1998",72,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","1999","1999",70,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2000","2000",66,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2001","2001",71.5,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2002","2002",66.1,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2003","2003",66.6,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2005","2005",67.3,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2006","2006",68.6,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2007","2007",64.6,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2008","2008",67.9,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2009","2009",67.6,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2010","2010",67.7,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2011","2011",66.7,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2012","2012",66.7,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2013","2013",64.2,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2014","2014",64.9,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2015","2015",66.2,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2016","2016",63.6,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2017","2017",65.8,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2018","2018",62.7,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2019","2019",67.8,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2020","2020",70.8,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2021","2021",68.4,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2022","2022",67.5,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","5","studente","2023","2023",65.1,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","1993","1993",94.2,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","1994","1994",94.5,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","1995","1995",93.5,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","1996","1996",94.7,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","1997","1997",91.2,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","1998","1998",89.3,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","1999","1999",89.4,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","2000","2000",86.2,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","2001","2001",87.4,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","2002","2002",86.9,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","2003","2003",88,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","2005","2005",85.4,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","2006","2006",84.7,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","2007","2007",83.1,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","2008","2008",88.2,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","2009","2009",85.5,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","2010","2010",88.9,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","2011","2011",86.8,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","2012","2012",92.2,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","2013","2013",90.8,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","2014","2014",90,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","2015","2015",87.9,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","2016","2016",86.9,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","2017","2017",90,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","2018","2018",88.3,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","2019","2019",86,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","2020","2020",86.9,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","2021","2021",89.3,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","2022","2022",78.1,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","9","totale","3","in cerca di prima occupazione","2023","2023",82.9,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","1993","1993",0,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","1994","1994",0,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","1995","1995",0,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","1996","1996",42.9,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","1997","1997",42.8,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","1998","1998",42.5,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","1999","1999",41.8,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","2000","2000",39.8,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","2001","2001",39.8,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","2002","2002",40.9,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","2003","2003",41.6,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","2005","2005",44.1,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","2006","2006",43.8,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","2007","2007",44.9,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","2008","2008",45.1,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","2009","2009",44.5,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","2010","2010",44.4,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","2011","2011",44.6,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","2012","2012",44.5,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","2013","2013",43.7,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","2014","2014",43.2,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","2015","2015",43.9,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","2016","2016",43,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","2017","2017",40.6,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","2018","2018",39.6,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","2019","2019",38.6,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","2020","2020",38.8,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","2021","2021",38.7,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","2022","2022",39.1,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","9","totale","99","totale","2023","2023",38.3,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","1993","1993",13,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","1994","1994",24,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","1995","1995",20,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","1996","1996",23,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","1997","1997",13,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","1998","1998",22,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","1999","1999",45,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","2000","2000",35,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","2001","2001",22,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","2002","2002",18,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","2003","2003",28,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","2005","2005",33,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","2006","2006",31,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","2007","2007",33,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","2008","2008",45,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","2009","2009",23,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","2010","2010",35,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","2011","2011",46,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","2012","2012",25,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","2013","2013",17,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","2014","2014",28,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","2015","2015",43,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","2016","2016",32,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","2017","2017",38,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","2018","2018",31,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","2019","2019",41,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","2020","2020",27,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","2021","2021",21,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","2022","2022",32,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","THV","valori in migliaia","9","totale","6","ritirato-a dal lavoro","2023","2023",38,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","1993","1993",63.7,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","1994","1994",66.6,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","1995","1995",69.1,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","1996","1996",75.9,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","1997","1997",74.8,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","1998","1998",76.6,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","1999","1999",76.3,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2000","2000",75.7,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2001","2001",75.6,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2002","2002",77.1,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2003","2003",78.2,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2005","2005",79.8,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2006","2006",79.7,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2007","2007",80.6,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2008","2008",80.9,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2009","2009",81.1,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2010","2010",81.6,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2011","2011",82.3,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2012","2012",82.6,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2013","2013",82.9,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2014","2014",83,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2015","2015",85,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2016","2016",84.6,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2017","2017",85,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2018","2018",85.2,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2019","2019",83.5,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2020","2020",84.1,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2021","2021",84.8,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2022","2022",85.7,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","HSC","per 100 persone con le stesse caratteristiche","9","totale","6","ritirato-a dal lavoro","2023","2023",85.2,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","1993","1993",84.5,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","1994","1994",85.5,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","1995","1995",84.3,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","1996","1996",82.4,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","1997","1997",82.8,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","1998","1998",81.3,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","1999","1999",80.5,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2000","2000",79,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2001","2001",80.7,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2002","2002",80.4,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2003","2003",80.7,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2005","2005",80,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2006","2006",80.8,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2007","2007",79.6,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2008","2008",78.6,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2009","2009",78.9,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2010","2010",78.1,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2011","2011",78.3,,
"15_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","4","casalinga-o","2012","2012",78.5,,
