"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y60-64","60-64 anni","2022","2022",64.2,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y60-64","60-64 anni","2023","2023",63.7,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","1994","1994",0,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","1995","1995",0,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","1996","1996",762,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","1997","1997",692,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","1998","1998",608,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","1999","1999",644,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2000","2000",564,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2001","2001",577,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2002","2002",532,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2003","2003",552,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2005","2005",575,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2006","2006",545,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2007","2007",538,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2008","2008",504,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2009","2009",493,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2010","2010",518,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2011","2011",537,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2012","2012",502,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2013","2013",527,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2014","2014",517,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2015","2015",523,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2016","2016",488,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2017","2017",474,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2018","2018",458,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2019","2019",432,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2020","2020",464,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2021","2021",480,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2022","2022",410,,
"3_MILK_BREAK","colazione con latte e del cibo","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2023","2023",471,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","1994","1994",98.7,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","1995","1995",97.6,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","1996","1996",96.4,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","1997","1997",96.4,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","1998","1998",95.2,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","1999","1999",93.6,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2000","2000",93.7,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2001","2001",95.4,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2002","2002",96.3,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2003","2003",96.3,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2005","2005",95.2,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2006","2006",94.8,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2007","2007",95,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2008","2008",95.7,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2009","2009",96,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2010","2010",95.6,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2011","2011",95.4,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2012","2012",96.6,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2013","2013",95.9,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2014","2014",95.5,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2015","2015",96.1,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2016","2016",95.8,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2017","2017",97.1,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2018","2018",97.1,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2019","2019",97.4,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2020","2020",97.6,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2021","2021",97.1,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2022","2022",97.5,,
"3_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2023","2023",97.1,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","1994","1994",2220,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","1995","1995",2329,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","1996","1996",2655,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","1997","1997",2678,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","1998","1998",2655,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","1999","1999",2633,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2000","2000",2667,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2001","2001",2324,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2002","2002",2524,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2003","2003",2484,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2005","2005",2510,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2006","2006",2305,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2007","2007",2384,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2008","2008",2363,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2009","2009",2172,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2010","2010",2215,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2011","2011",2255,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2012","2012",2157,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2013","2013",2071,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2014","2014",2039,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2015","2015",2009,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2016","2016",1912,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2017","2017",1882,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2018","2018",1850,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2019","2019",1737,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2020","2020",1772,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2021","2021",1795,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2022","2022",1709,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2023","2023",1786,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","1994","1994",259,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","1995","1995",319,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","1996","1996",375,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","1997","1997",386,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","1998","1998",370,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","1999","1999",352,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2000","2000",383,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2001","2001",342,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2002","2002",470,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2003","2003",335,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2005","2005",395,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2006","2006",436,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2007","2007",476,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2008","2008",547,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2009","2009",444,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2010","2010",621,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2011","2011",730,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2012","2012",663,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2013","2013",701,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2014","2014",722,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2015","2015",730,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2016","2016",684,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2017","2017",687,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2018","2018",727,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2019","2019",901,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2020","2020",785,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2021","2021",885,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2022","2022",942,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2023","2023",929,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","1994","1994",80,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","1995","1995",93,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","1996","1996",98,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","1997","1997",88,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","1998","1998",99,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","1999","1999",98,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2000","2000",122,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2001","2001",94,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2002","2002",97,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2003","2003",98,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2005","2005",103,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2006","2006",74,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2007","2007",71,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2008","2008",126,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2009","2009",98,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2010","2010",121,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2011","2011",116,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2012","2012",115,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2013","2013",138,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2014","2014",144,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2015","2015",110,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2016","2016",117,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2017","2017",94,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2018","2018",122,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2019","2019",144,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2020","2020",98,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2021","2021",91,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2022","2022",100,,
"3_MMEAL_DIN","pasto principale la cena","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2023","2023",119,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","1994","1994",0.1,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","1995","1995",0,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","1996","1996",0.1,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","1997","1997",0,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","1998","1998",0,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","1999","1999",0.1,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2000","2000",0,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2001","2001",0,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2002","2002",0,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2003","2003",0.1,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2005","2005",0,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2006","2006",0.1,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2007","2007",,"0","il dato non raggiunge la metà della cifra minima considerata"
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2008","2008",0,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2009","2009",0.1,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2010","2010",0.2,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2011","2011",0,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2012","2012",0,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2013","2013",0,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2014","2014",0,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2015","2015",0,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2016","2016",,"0","il dato non raggiunge la metà della cifra minima considerata"
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2017","2017",0,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2018","2018",0,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2019","2019",0,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2020","2020",0,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2021","2021",0,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2022","2022",0,,
"3_LUNCH_CAF","pranzo al bar","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2023","2023",0,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","1994","1994",92,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","1995","1995",91.6,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","1996","1996",90.1,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","1997","1997",89.1,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","1998","1998",89.5,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","1999","1999",88.3,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2000","2000",87.9,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2001","2001",89,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2002","2002",87.5,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2003","2003",89.1,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2005","2005",88.4,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2006","2006",87.2,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2007","2007",85.7,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2008","2008",84.1,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2009","2009",85.9,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2010","2010",83.6,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2011","2011",82.6,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2012","2012",83.5,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2013","2013",84.1,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2014","2014",83,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2015","2015",83,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2016","2016",83.4,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2017","2017",82.6,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2018","2018",82.6,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2019","2019",79,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2020","2020",81.7,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2021","2021",80.5,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2022","2022",77.6,,
"3_MMEAL_LUNCH","pasto principale il pranzo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2023","2023",77.8,,
